Review,Date,Stars,Cleaned Reviews
Says not compatible with my phone! Now it doesn't work!,2024-09-28,4,say compatible phone work
Please stop My phone dos not updating please please please stop this message...if it continues i will find a new bank,2024-09-28,4,please stop phone update please please please stop message continue find new bank
Changed my rating of 5 stars. I've had the app for a number of years and now it is no longer compatible with my phone model. It will be easier to switch banks than phones.,2024-09-28,4,change rating star app number year long compatible phone model easy switch bank phone
"Well if you have an older phone, you're screwed because you can't get the update. FURIOUS!",2024-09-28,4,well old phone screw get update FURIOUS
No longer compatible with my phone with the new update. Do I get a new phone or a new bank? I think bank...,2024-09-28,4,long compatible phone new update get new phone new bank think bank
Sucks doesn't work in my phone,2024-09-28,4,suck work phone
Won't work on my phone now I can't use my TD Bank account,2024-09-28,4,work phone use Bank account
Unfortunately it wont let me update so i no longer have access to the app. Says that my device is no longer compatible with the updated app.,2024-09-28,4,unfortunately let update long access app say device long compatible update app
The unlock card feature is fun. Gives you so much authority especially when it just FORCES you to call them anyways. -SEVERE SARCASM-,2024-09-24,4,unlock card feature fun give much authority especially forces call anyways
Damn app keeps telling me my password is incorrect but when I change it tell me not to use my current password 2 days in a row now,2024-09-22,4,Damn app keep tell password incorrect change tell use current password day row
NIGHTMARE EVERYTIME I LOSE ACCESS.,2024-09-21,4,NIGHTMARE EVERYTIME LOSE ACCESS
What s the point for setting auto payment that does not work on due date times??? Just to make your credit score worse ... i called them they reffered me to close branch i went today the agent wqs unable to give me clear answer just making excuses as te due date may fall on weekend and holidays and so on whereas my issue was not that case it was ordinary due payment ... so i have to pay for this mess they put me in twice. This is very bad service. Each agent has got contrary info to his fellow.,2024-09-19,4,point set auto payment work due date time make credit score worse call reffere close branch go today agent wqs unable give clear answer make excuse due date may fall weekend holiday whereas issue case ordinary due payment pay mess put twice bad service agent get contrary info fellow
"Doesn't work for car loans, can't find the app that does.",2024-09-19,4,work car loan find app
Same issue with mobile deposit two years later. Do better.,2024-09-17,4,issue mobile deposit two year later well
useless app useless bank and useless customers service they can never help but how they take your money,2024-09-16,4,useless app useless bank useless customer service never help take money
Cant pay card in full when transactions are pending,2024-09-13,4,pay card full transaction pende
"""Why is this the only bank transactions still take 10 to 15 days to clear on Debit after you paid and the business already got the funds?????""...Do not get this bank you need a Lawyer, Screen Recordings, Screen shots, and a contact number to do reports cause I had this bank for years and they been stealing funds thus far that aren't traceable or no transaction of it. Your money just ends up gone when you look however, all things been cleared and pending funds have already been taken.",2024-09-12,4,bank transaction still take day clear Debit pay business already get get bank need Lawyer Screen Recordings Screen shot contact number report cause bank year steal fund thus far traceable transaction money end go look however thing clear pende fund already take
Will not open,2024-09-10,4,open
"For as long as I can recall, on 3 different phones, the mobile deposit feature has given me issues. The majority of the time I attempt to use it, I am logged out after taking a picture of the check. This is highly inconvenient, as I now live in Northern California where there are very few TD Bank locations; none at all in my vicinity. I hope this is rectified soon, or I will be changing banks.",2024-09-04,4,long recall different phone mobile deposit feature give issue majority time attempt use log take picture check highly inconvenient live Northern California Bank location none vicinity hope rectify soon change bank
Downgraded to one star cannot get back into my account online even though they have my biometric fingerprint as well as my voice recognition when I called the 1-800 number thinking they are 24 hours and they can help me. No help if I have to show my ID in person why am I giving them my voice recognition or my fingerprint does not make sense. I'm going to have those features removed off of my account,2024-09-02,4,downgrade one star get back account online even though biometric fingerprint well voice recognition call number think hour help help show person give voice recognition fingerprint make sense go feature remove account
This app is horrible or takes longer to log in than to go online and check my acct.. the app constantly appears to be searching to log in,2024-08-31,4,app horrible take long log online check acct app constantly appear search log
They know the new truck the dealership sold me is a lemon under AZ state law the deal should not be allowed yet they haven't done anything to help me fix all the problems still waiting. The truck should be in the junk yard.,2024-08-29,4,know new truck dealership sell lemon state law deal allow yet anything help fix problem still wait truck junk yard
CAN'T DOWNLOAD APP!,2024-08-27,4,DOWNLOAD APP
"Terrible app, you have to close it out just to login most times......... write literally ridiculous that billion dollar companies refuse to invest back into their products including the app that consumers use.",2024-08-27,4,terrible app close login time write literally ridiculous billion dollar company refuse invest back product include app consumer use
Constantly getting errors when trying to transfer money between accounts TD Bank is terrible,2024-08-27,4,constantly get error try transfer money account Bank terrible
"Never og in with my fingertip, always shows there is an error",2024-08-24,4,never fingertip always show error
"Update - 1 year later and it's still broken??? PLEASE FIX THE AUTO PAY BUG, it keeps logging me out when trying to setup recurring payments thru auto pay",2024-08-23,4,update year later still break please fix auto pay BUG keep log try setup recur payment thru auto pay
Could not get on app,2024-08-17,4,could get app
"Never opens, useless app",2024-08-15,4,never open useless app
Update to remind everyone that TD Bank will not allow you to use your money. Their customer service lied to me when I moved and stated that I would still be able to do everything I could do in store over the internet. Their customer service manager is refusing to acknowledge that their customer support lied to me when I called in with my financial advisor and are refusing to give me my money back for costs incured when they forced me to travel in a pandemic as an immunecompromised person,2024-08-13,4,update remind everyone Bank allow use money customer service lie move state would still able everything could store internet customer service manager refuse acknowledge customer support lie call financial advisor refuse give money back cost incur force travel pandemic immunecompromise person
Care about customers and dont just open accounts.,2024-08-11,4,care customer open account
Worst bank I have in America,2024-08-11,4,bad bank America
take safe mode OFF!! !!,2024-08-08,4,take safe mode OFF
For the most part of the day this app is not available. I have my fingerprint save and it keeps asking for username and password,2024-08-07,4,part day app available fingerprint save keep ask username password
"Every time I log in I need to reset the password, because biometrics ""aren't available""",2024-08-06,4,every time log need reset password biometric available
"8/2024...Alert system still useless. Every other credit card sends me text with name of vendor and amount charged.. it shouldn't be that hard to fix. I have their apps on my phone as well and thy dont have thi problem. Alert system is totally useless!. When I've charged TD Bank sends me a notice. It says it's been used for more than the amount you've set. Well, I've set 5 cents on every credit card. So now I have to go into the app and see where it's been used to be effective. Every other car",2024-08-05,4,alert system still useless every credit card send text name vendor amount charge hard fix app phone well thy thi problem alert system totally useless charge Bank send notice say use amount set well set cent every credit card app see use effective every car
Terrible with Zelle! Terrible!,2024-08-05,4,terrible Zelle terrible
They protect people who commit idenity theft. Still no progress or updates or even anyone reaching out when someone stole my identit and opened at this bank if youre a criminal they are amazing!,2024-08-05,4,protect people commit idenity theft still progress update even anyone reach someone steal identit open bank criminal amazing
Keeps stopping now doesn't even open,2024-08-05,4,keep stop even open
Randomly blocks basic transactions like subway rides. No way to unblock other than calling customer service which is always busy. Fingerprint unlock half the time slow or doesn't work. Pending cc refunds have wrong sign! Customer service simply ignores you. No transaction details. Statements are not downloaded to any standard folder. Slow! The list of issues just keeps piling up with no improvement,2024-08-05,4,randomly block basic transaction like subway ride way unblock call customer service always busy fingerprint unlock half time slow work pende refund wrong sign customer service simply ignore transaction detail statement download standard folder slow list issue keep pile improvement
This app is no good. For this to be a banking app. It is horrible. It never opens. The app makes me want to leave the bank.,2024-08-01,4,app good banking app horrible never open app make want leave bank
ulu u y how do,2024-08-01,4,ulu
"Made a mistake switching to this bank. I deposited a check. I got a text saying they going to hold my check for 6 days before it clears. Makes no sense. I'm so sad now, that is way too long. I have bills to pay. No excuse can justify this trauma.",2024-07-30,4,make mistake switch bank deposit check get text say go hold check day clear make sense sad way long bill pay excuse justify trauma
"Trying to open an account but it's asking for my account number, which I don't have if I'm just now trying to open an account",2024-07-29,4,try open account ask account number try open account
Please Don't open an account with TD Bank they suck I just joined them on January 1st 2024 and they want to close my account for no reason they won't tell me the details All that they are telling me is to go to the branch I'm not doing that so don't open an account with TD Bank use Santander bank they are a good business owner,2024-07-28,4,please open account Bank suck join January want close account reason tell detail tell branch open account Bank use Santander bank good business owner
Doesn't open,2024-07-27,4,open
"It doesn't allow me to use my biometric when I open app sometimes, so then I have to force close and restart it. That's very annoying. I have a z flip 5",2024-07-26,4,allow use biometric open app sometimes force close restart annoying flip
A pain to login to my account. This is new because I've been easily signing in for years. It is absolute pain to use my cell phone as I did previously.,2024-07-25,4,pain login account new easily sign year absolute pain use cell phone previously
"Idk why this keeps happening, but the app seems to have an issue with the bill pay feature. This is the second time (this year) that it's been showing an error message. It's very inconvenient because I like to pay my bills ON TIME. I need yall to tighten up and hire proper IT people so that this situation doesn't keep repeating itself. If I can't have access to my own money when I need it, what good is this bank to me?! Please fix the problem or I'll take my business elsewhere.",2024-07-24,4,idk keep happen app seem issue bill pay feature second time year show error message inconvenient like pay bill TIME need tighten hire proper people situation keep repeat access money need good bank please fix problem take business elsewhere
Not sure what going on with app I having been a customer long but I having been able to use the app I only been a customer for a month that a little disappointed hopeful it get fix soon,2024-07-24,4,sure go app customer long able use app customer month little disappointed hopeful get fix soon
Never sends notifications for things like overdraft,2024-07-24,4,never send notification thing like overdraft
1124pm I have to come on here to express my opinion.... F#$%... f u,2024-07-24,4,come express opinion
"Garbage, constantly issues with the app and this bank. Worst bank in America",2024-07-20,4,garbage constantly issue app bank bad bank America
why would you schedule maintenance on a Friday morning when everyone is trying to check to see their paycheck cleared?,2024-07-19,4,would schedule maintenance Friday morning everyone try check see paycheck clear
"Why pay extra to get my deposit 2 days earlier? From TD bank: ""Do you need to cover pending payments or emergency expenses before the next business day? At TD Bank we offer Fast Funds, which can help you keep your cash flowing with instant access to eligible check deposits. * For a nominal fee, Fast Funds gives you access to your deposited money more quickly. Update 7/19/24: cannot access app or website due to TD outage. Cannot check on deposit or ise my card.",2024-07-19,4,pay extra get deposit day early bank need cover pende payment emergency expense next business day Bank offer Fast Funds help keep cash flow instant access eligible check deposit nominal fee Fast Funds give access deposited money quickly update access app website due outage check deposit ise card
Always having issues at the wrong time. I am ready to be done with TD on top of the terrrrrible customer service,2024-07-19,4,always issue wrong time ready top terrrrrible customer service
"Recently opened an account with TD bank. Noticing that's been a huge mistake... here it is payday friday and I get sorry for the inconvenience app unavailable. The funding process took all week... should have seen a problem which honestly I did. Immediately funds taken out of my bank, yet it took 4 business days to show up in my td bank account. Typical with new accounts however their 24/7 customer service line is unavailable and the mobile app is unavailable???? um excuse me? I got bills???????",2024-07-19,4,recently open account bank notice huge mistake payday friday get sorry inconvenience app unavailable funding process take week see problem honestly immediately fund take bank yet take business day show bank account typical new account however customer service line unavailable mobile app unavailable excuse get bill
"Terrible bank to work with. What other banks like capital one,bofa,chase do in seconds requires so much effort and pain",2024-07-19,4,terrible bank work bank like capital one bofa chase second require much effort pain
I've been with TD Bank for a little over 3 years after being with them this long had I not known to go to my TD online account I would have never known that in my account was closed without my consent they closed my account for no reason and call them and then they tell me that they're terribly sorry that we had to end the relationship well that puts a damper on everything and I really feel like I would never recommend somebody to come to this bank if they were going to do this to me,2024-07-13,4,Bank little year long know online account would never know account close without consent close account reason call tell terribly sorry end relationship well put damper everything really feel like would never recommend somebody come bank go
Takes forever to load and open. Biometrics unavailable. So many glitches. I love tdbank but I hate this app,2024-07-10,4,take forever load open biometric unavailable many glitch love tdbank hate app
The worst bank on earth,2024-07-09,4,bad bank earth
I never have any problems with TD bank 🏦. Until now don't let me do my Zelle transaction. I have to disconnect the app and start everything again and no want try to help you as before covid you have to do are you own terrible service.,2024-07-07,4,never problem bank let Zelle transaction disconnect app start everything want try help covid terrible service
The new app update is both unhelpful and bug ridden. Very frustrating.,2024-07-06,4,new app update unhelpful bug ride frustrating
I can't even use my TD Bank app to get money out,2024-07-02,4,even use Bank app get money
"Take too long to get into the other account venmo and Cash App. Send it true time. Get with it, zelle",2024-06-30,4,take long get account venmo Cash App send true time get zelle
This app used to work fine but now it never loads properly. I have to close it and reopen it 2 or 3 times to use it. Every time.,2024-06-30,4,app use work fine never load properly close reopen time use every time
hate,2024-06-30,4,hate
"It will not work, it says information does not match.",2024-06-28,4,work say information match
You messup people phone. I can't even check my statements now. Who cares about all those updates crazy things. You don't give it danm about your customers.,2024-06-27,4,messup people phone even check statement care update crazy thing give danm customer
This is so bad I am considering doing business with a competing bank. I have had an accounts with TD for 10yrs or more. It is that bad.,2024-06-27,4,bad consider business compete bank account bad
"DONT USE TD BANK!! THEY ARE SHYSTERS, Won't let me pay my card off and decided to charge me an interest fee the next day.",2024-06-25,4,dont use BANK shyster let pay card decide charge interest fee next day
"Btw fees, being treated as a less than intellectually capable individual & ultimately paying to keep my accounts open. I spent more trying to be a customer then actually being one. It's not a neighborly care team. It's all advertising & marketing. Teller's judging you based on your account history, representatives coercing you that you need to put more money in to reap more benefits & just general lack of customer respect. The only other company to be in the same ballpark is SallieMae/navient.",2024-06-24,4,btw fee treat less intellectually capable individual ultimately pay keep account open spend try customer actually one neighborly care team advertising marketing Teller judge base account history representative coerce need put money reap benefit general lack customer respect company ballpark SallieMae navient
My zelle not working,2024-06-21,4,zelle work
Could not log into app.,2024-06-20,4,could log app
This TDBank app does not list a setting for depositing a check. No opportunity to Deposit.,2024-06-19,4,TDBank app list setting deposit check opportunity Deposit
"worst banking app, cant find routing number, now looking for a option to activate card and i don't even see my card.",2024-06-17,4,bad banking app find routing number look option activate card even see card
it sucks,2024-06-14,4,suck
"EDIT 6/13/24 The app does not detect the Chrome or Edge pw managers or the Microsoft authenticator app. It never offers the option to fill in the login info. easier to just access tdbank through the browser on my phone or computer, where the password manager works and i don't have to look up the login info. This has been going on for years.",2024-06-13,4,EDIT app detect Chrome Edge manager Microsoft authenticator app never offer option fill login info easy access tdbank browser phone computer password manager work look login info go year
"I never write reviews but an app that just seems to want to waste my time and makes me mad. Is it going to work this time? Is it going to disable biometric login? Is it going to tell me that it's not compatible with my pixel 6a? I know why it's causing me trouble, but lets be clear here. I have an android instead of an iphone because I want to own my device and have some sort of control over it. If TD wants to keep causing problems they are just saying I should find a new bank.",2024-06-06,4,never write review app seem want waste time make mad go work time go disable biometric login go tell compatible pixel know cause trouble let clear android instead iphone want device sort control want keep cause problem say find new bank
bring back bio login.,2025-05-21,4,bring back bio login
I have so much problem logging on my phone and on the laptop constant having to set my password.,2025-05-10,4,much problem log phone laptop constant set password
"features like ""pay my credit card"" doesn't work. ""we apologize for the inconvenience, thank you for your patience"".",2025-05-08,4,feature like pay credit card work apologize inconvenience thank patience
"Long story short: DO NOT USE TD BANK!!! Their fraud department is dumber than a pile of bricks. I tried to make a withdrawal of $20 and they immediately blocked my card. Even after I confirmed it was me in a text, the morons STILL blocked it. I was trapped in the city, with no way of getting home. It was one of the scariest moments of my life, and it's all because the fraud department gives me as much trouble as any fraudster.",2025-05-03,4,long story short use BANK fraud department dumber pile brick try make withdrawal immediately block card even confirm text moron still block trap city way get home one scary moment life fraud department give much trouble fraudster
not able to sign in,2025-05-02,4,able sign
This app is causing such trouble. It's not optimized for my phone or something since the bottom is cut off. preventing me to set up automatic payments and add new payees to my zelle. FIX THIS!,2025-04-28,4,app cause trouble optimize phone something since bottom cut prevent set automatic payment add new payee zelle fix
navigation can be frustrating. Website is even worse!!,2025-04-24,4,navigation frustrating Website even bad
always seems to be down for maintenance,2025-04-17,4,always seem maintenance
"Buggy...the main problem with this app is it needs to be forced closed and restarted unless you explicitly log out of your access, so much so I am going to close my account at TD to resolve this. The merits of the bank aside, the main consideration is the app doesn't work very well but it's got a few minor but noticeable issues, and I've got two other financial apps that aren't this wonky.",2025-04-08,4,Buggy main problem app need force close restart unless explicitly log access much go close account resolve merit bank aside main consideration app work well get minor noticeable issue get two financial app wonky
"TD has consistently removed things that I signed up for. First the coin counting machine (which is why I signed onto them to begin with). The app works but it's nothing special, especially compared to Capital One. It's just banking, all there is too it really.",2025-03-03,4,consistently remove thing sign first coin counting machine sign onto begin app work nothing special especially compare Capital one banking really
miserable experience setting up on my android phone,2025-02-20,4,miserable experience set android phone
Doesn't accept deposit pictures as of 2/19/2025,2025-02-20,4,accept deposit picture
Choosing options within Bill Pay crashes the app,2025-02-19,4,choose option within Bill Pay crash app
TD Authentication call code number has changes from a Cali # to Georgia # no notification was sent to make customers aware of this. I couldn't access login I contacted cust.svce was told they were unaware of any change in numbers. Cust. svce verified no fraudulent activity & suggested to go in house to speak a bank representative. We uninstalled/reinstalled app & it was confirmed chged after a few yrs of use of sme call code. So consumers chck & dble b4 confirming anything.,2025-02-11,4,Authentication call code number change Cali Georgia notification send make customer aware could access login contact tell unaware change number Cust svce verify fraudulent activity suggest house speak bank representative uninstalle reinstalled app confirm chge yrs use sme call code consumer chck dble confirm anything
Theres always a problem with this app showing you your transaction history ...it never loads up,2025-02-05,4,always problem app show transaction history never load
The App Acts Up A Lot.,2025-01-30,4,App act lot
"When you open the app it works fine. If you don't close it and restart it, it gets stuck on the first screen with a please wait message. It's pretty annoying. Everytime you use it you have to close it and reopen it. Not great.",2025-01-26,4,open app work fine close restart get stuck first screen please wait message pretty annoying everytime use close reopen great
Finding the link to make an appointment is hidden.,2025-01-12,4,find link make appointment hide
"I have to restart my phone to take my fingerprints. I heated to do the password. I have no problem with another app. I try everything even went to the bank change my password, work one time, and back to where I started. Why I bother use this app. TD has lot do, fix this app.",2024-12-09,4,restart phone take fingerprint heat password problem another app try everything even go bank change password work one time back start bother use app lot fix app
the app used to work great. now the biometric login isn't working and it's prompting me to create a new password even though I know my pw. fix whatever was broke,2024-12-07,4,app use work great biometric login work prompt create new password even though know fix whatever break
Trouble with the AI help content.,2024-11-17,4,trouble help content
Trying to add a little money to dunkin' donuts account,2024-11-17,4,try add little money dunkin donut account
"Make it easier to see balances. Let's say, I deposit $500, how much did I have before I deposited the $500? There is no way to tell and it's frusrating. It took five years but the feature in the above comment was finally implemetend. However, in the last update, you guys removed the 'Next statement closing date' for the TD Credit cards. I was able to see at a glance when the current billing cycle would end, not anymore. This is a very important piece of info as it changes every month.",2024-11-16,4,make easy see balance let say deposit much deposit way tell frusrate take five year feature comment finally implemetend however last update guy remove next statement closing date Credit card able see glance current billing cycle would end anymore important piece info change every month
Ap keeps crashing when I try to edit the $ amount on a payment.,2024-11-16,4,keep crash try edit amount payment
Since 6/12/24 I have had to change my password 5 times. Why can't you remember my passwords,2024-11-14,4,since change password time remember password
Vac check,2024-11-11,4,vac check
Mostly bugs,2024-11-09,4,mostly bug
App works fine but TD's entire online presence obscures valuable information with no way to find it outside of their paper statements. No way to see how much of your last mortgage payment went to interest vs. principal unless you get paper statements. TD gives you the bare minimum (maybe a little less),2024-11-06,4,App work fine entire online presence obscure valuable information way find outside paper statement way see much last mortgage payment go interest principal unless get paper statement give bare minimum maybe little less
"The new update is horrible, cluttered, and difficult to find anything. It needs to go back to the original format!",2024-11-04,4,new update horrible cluttered difficult find anything need back original format
"the app does not send me a verification code or when I call for the verification code, I've been logged out! 😡",2024-11-02,4,app send verification code call verification code log
Hard to navigate. Can't find things i'm looking for,2024-10-10,4,hard navigate find thing look
One of the main things i like about online banking is mobile deposits but the app isnt working for this which is frustrating.,2024-10-09,4,one main thing like online banking mobile deposit app work frustrating
Buena,2024-10-02,4,Buena
"TD Bank is forcing me to update the app, but the updated version does not allow the use of a password manager, expecting me to remember my 18 or 20 character password every time I log in. This is not acceptable, and if not remedied in the near future, I'll be inclined to take my business to another bank.",2024-10-01,4,Bank force update app update version allow use password manager expect remember character password every time log acceptable remedie near future incline take business another bank
"Why is it now saying my cell isnt compatible with the new update, how is that fair to the consumer? So i have to pay for a new cellphone just so i can do my online banking??? If one is out of the country and unable to walk into a branch how tf is this in any way shape or form legal? My phone is not by any means old, its working fine i have ZERO reason to have to fork up another $1.2k more or less just to use an app? So if i get a fee because i cant move my own funds around ,ur reimbursing me??",2024-09-29,4,say cell compatible new update fair consumer pay new cellphone online banking one country unable walk branch way shape form legal phone mean old work fine ZERO reason fork another less use app get fee move fund around reimburse
"App is ok when it works. Mobile deposit has been unavailable for many months. Updated/uninstalled then reinstalled, but still doesn't work. Tried on few devices and the app is unavailable on all. TD is usually better than this! What is going on Update: upgraded to a New Google pixel 7 and still doesn't work. When I called customer service, they suggest uninstall and try again. Still not working. Update: due to fraud chargeclosed account, opened a new one. Not allowed mobile deposit due to that.",2024-09-28,4,App work mobile deposit unavailable many month update uninstalled reinstall still work try device app unavailable usually well go Update upgrade New Google pixel still work call customer service suggest uninstall try still work update due fraud chargeclose account open new one allow mobile deposit due
Not good I think someone did something to my bank,2024-09-26,4,good think someone something bank
"Very restrictive and behind the times. TD Bank has some good products, but they're online and app experience leaves much to be desired. Cannot handle simple external account transfers. Even after you go through the online verification process and it is approved. They still basically need you to physically going to a bank to green light transactions. Pretty much everything reverts back to Branch banking like the 1970s. Why even have an app? Apparently they've had a lot of security issues.",2024-09-25,4,restrictive behind time Bank good product online app experience leave much desire handle simple external account transfer even online verification process approve still basically need physically go bank green light transaction pretty much everything revert back Branch banking like even app apparently lot security issue
"This app regularly fails and logs you out during the process. It basically forces you to do in person banking, which completely negates the need for an app.",2024-09-20,4,app regularly fail log process basically force person banking completely negate need app
App will let you get a suggested password but doesn't save it. Foolish.,2024-09-19,4,App let get suggest password save foolish
хех в,2024-09-09,4,хех
"The last few days, this app hasn't been working properly. It's so annoying! Please fix this.",2024-09-07,4,last day app work properly annoying please fix
Unable to get my Zelle.,2024-09-01,4,unable get Zelle
"This app just progressively gets worse. Its now locked me out of my zelle that I'm signed into in app, but won't let me ""sign in"" or enable an changes in settings. Had locked my card for no reason more than once. I just need to switch banks.",2024-08-17,4,app progressively get bad lock zelle sign app let sign enable change setting lock card reason need switch bank
"I always have a problem with receiving money from other people's... I don't understand why. I can send it to anyone, but people's can't send it back.",2024-08-16,4,always problem receive money people understand send anyone people send back
"I've used this app for years and in the past couple years, I've had a sudden string of frustrations that has caused me to downgrade my review from 5 to only 2 stars. My biggest complaint is that I cannot view mortgage statements or any info on due mortgage payments. I also find the interface for Zelle confusing and glitchy. I've had to call customer service so many times in the past year because of glitches or limitations in this app, it drives me batty. TD needs to fix this stuff.",2024-08-07,4,use app year past couple year sudden string frustration cause downgrade review star big complaint view mortgage statement info due mortgage payment also find interface Zelle confusing glitchy call customer service many time past year glitch limitation app drive batty need fix stuff
"Love the bank but hate the app. I've been banking with them for about 8 years, and the app has always been trash. It doesn't matter how many updates they do or how many times o reinstall it, there's always issues.",2024-07-12,4,love bank hate app bank year app always trash matter many update many time reinstall always issue
This app fails at the most needed times. Login becomes impossible.,2024-07-12,4,app fail need time login become impossible
"aazzZSZzzZ-zzzzzzzzzzi,(,,#--#--zaaazz..........'xxx",2024-06-28,4,aazzzszzzz
Not clear how to log out or how to make a transfer,2024-06-21,4,clear log make transfer
"A critical feature of the app does not work - every time I try to edit a Bill Pay, the app completely crashes and closes. Clearing cache and reinstalling did not work.",2024-06-03,4,critical feature app work every time try edit Bill Pay app completely crash close clear cache reinstalling work
i setup an account online first and the app cant seem to match the account info. the most complicated bank ive had to deal with. Giving it 2 stars only cuz the least it can do is work after 30 min.,2024-06-01,4,setup account online first app seem match account info complicated bank deal give star cuz least work min
The app is crashing!!! It's saying I'm negative in my account when I know for a fact I'm not. I've also deposited some money and it still says I'm negative. Please fix this!!,2024-05-24,4,app crash say negative account know fact also deposit money still say negative please fix
The app is quite buggy and hard to use. The Zelle experience looks pretty bad on mobile and very hard to add contacts and/or send money when I can't see what I am typing. (Keyboard covers the input fields and pasting things like email or mobile number are almost impossible),2024-05-14,4,app quite buggy hard use Zelle experience look pretty bad mobile hard add contact send money see type Keyboard cover input field paste thing like email mobile number almost impossible
I CANT OPEN MY ACCOUNT Making me Nervious,2024-05-05,4,cant open account make nervious
It worked fine before the update. Now log-in (on my husband's app) and deposting checks (on my app) aren't functional. The old update was just fine. No need to fix what isn't broken.,2024-05-02,4,work fine update log husband app deposte check app functional old update fine need fix break
"Update didn't seem to improve anything, just gave it that boring, children's block look. First they pull their coin machines, then pull their edgewater location and then this. TD don't offer me anything other that a place to store my money. Gonna start looking around for a different bank.",2024-04-30,4,update seem improve anything give boring child block look first pull coin machine pull edgewater location offer anything place store money go start look around different bank
"Everytime app needs to be updated I always have to uninstall other apps I use, then I have trouble putting apps I uninstalled that I need back on. The app works great when it doesn't have to be updated.",2024-04-28,4,Everytime app need update always uninstall app use trouble put app uninstalle need back app work great update
Slow,2024-04-28,4,slow
Needs a dark mode. Hate the new look. It's juvenile.,2024-04-23,4,need dark mode hate new look juvenile
"I like others can't access the biometrics log in, I can only use password which defeats the purpose of biometrics log in. Please fix this!",2024-03-31,4,like access biometric log use password defeat purpose biometric log please fix
"I've been depositing checks from home for several years now but all of a sudden the app won't allow me to deposit from home. I'm 75 years old and disabled so I can't make it to the bank to deposit in person but I still need to pay my bills. If I can't mobile deposit from my bed, how am I supposed to pay my bills? On top of that, whenever I try to deposit a check, I get locked out! I would not recommend this bank to anyone. I'm referring to the bank on ELDEN STREET in Herndon Virginia.",2024-03-28,4,deposit check home several year sudden app allow deposit home year old disabled make bank deposit person still need pay bill mobile deposit bed suppose pay bill top whenever try deposit check get lock would recommend bank anyone refer bank elden STREET Herndon Virginia
I don't understand why I can't put the app on a screen. I have to go into the playstore to open an use it. Please fix this. I had a A20 Samsung for 7yrs and had no problems now got a A23 Samsung and this happens ? It's really annoying and I don't feel like my account is safe like this. Please 🙏 fix it ty,2024-03-24,4,understand put app screen playstore open use please fix Samsung problem get Samsung happen really annoying feel like account safe like please fix
This app is full of bugs. Literally glitches and signs me out everytime I try to zelle someone money. It also freezes and closes when I try to set auto-pay on my card.,2024-03-15,4,app full bug literally glitch sign everytime try zelle someone money also freeze close try set auto pay card
"Evertime I try to edit a bill, the app kicks me out! I've reported this several times!",2024-02-28,4,evertime try edit bill app kick report several time
"App used to work great and be very convenient. However after latest update it no longer loads. All i get is a white screen with a green bar on top. Even uninstalled then reinstalled, it allowed me to log in on the first opening but went back to not loading when i tried a second time.",2024-02-09,4,App use work great convenient however late update long load get white screen green bar top even uninstalled reinstall allow log first opening go back load try second time
Doesnt always work and lately it just opens to a blank screen with a green bar at top. Tried reinstalling and still wont work.,2024-02-09,4,always work lately open blank screen green bar top try reinstall still work
"The app and logging in online is down more than it actually works. When I open the app, it is stuck on the green screen at times.",2024-02-09,4,app log online actually work open app stick green screen time
It was a good app when it actually loaded. I'll be generous and give two stars in hopes it gives the devs motivation to fix it.,2024-02-06,4,good app actually load generous give two star hope give devs motivation fix
Mobile app has taken a dump! Get your chit together bankers. We coming for you.,2024-02-03,4,Mobile app take dump get chit together banker come
The newest update broke my app andi can't open it anymore because it locks on a green screen so I can't login. I've also not been able to use biometric login for at least a month and it quite annoying.,2024-02-03,4,new update break app andi open anymore lock green screen login also able use biometric login least month quite annoying
"They can't tell the difference between a real and fake check. Don't alert people about scams like things to look out for, etc. Worst of all, they don't address these problems and play the blame game instead.",2024-02-02,4,tell difference real fake check alert people scam like thing look etc bad address problem play blame game instead
I love having access to my online banking on my phone. I wish the app actually functioned more then 25% of the time. I have been trying to set up auto pay for weeks and every time I click set up the app logs me out.,2024-01-30,4,love access online banking phone wish app actually function time try set auto pay week every time click set app log
"Issues with check deposit. After update mobile deposit for checks didn't work, it log out me every time that I take a picture of check on app , I tried to resolve problem in Bank with manager, but he can't resolve it, after calling on hotline there s no solution for my problem",2024-01-19,4,issue check deposit update mobile deposit check work log every time take picture check app try resolve problem Bank manager resolve call hotline solution problem
There is no running balance or direct deposit posted alert other than that is ok.,2024-01-15,4,run balance direct deposit post alert
Y do I have sign in all the time when there biometrics.,2024-01-12,4,sign time biometric
Biometric login not available? Accessibility issues here.,2024-01-05,4,biometric login available accessibility issue
It will not load,2024-01-02,4,load
just ok,2025-05-15,4,
good,2025-05-14,4,good
"Logging into this app after the first time you open it is always a problem. The first time you open the app, it will ask for your fingerprint to login. That's great and works well. However, after you leave and you go to open the app again later, it will get stuck on loading or it will not ask for your fingerprint. The only way to fix this is to close the app from the background completely and reopen it again. This bug is very annoying.",2025-04-20,4,log app first time open always problem first time open app ask fingerprint login great work well however leave open app later get stick loading ask fingerprint way fix close app background completely reopen bug annoying
The mobile check deposit is pure garbage. Everything else is fine,2025-03-31,4,mobile check deposit pure garbage everything else fine
Can't login to my bank app. It's not sending the code back for the text me.,2025-03-26,4,login bank app send code back text
had this account for several years and still can't make mobile deposits 🙄,2025-03-22,4,account several year still make mobile deposit
