Review,Date,Stars,Cleaned Reviews,neg,neu,pos,compound,vader_label,star_sentiments
garbage app said I was approved for a advance and never helped me I paid for a membership and it gave me excuses.,2025-04-03,4,garbage app say approve advance never help pay membership give excuse,0.0,0.865,0.135,0.4215,positive,1
so this app is absolute hot garbage. it won't let me repay my advance. which took forever to even get. because it keeps disconnecting my bank and the damn AI chat won't let me talk to an actual human being unless my bank is reconnected. ITS ALWAYS DISCONNECTING. Save yourself the headache and just don't use this app.,2025-04-02,4,app absolute hot garbage let repay advance take forever even get keep disconnect bank damn chat let talk actual human unless bank reconnecte always disconnect save headache use app,0.044,0.905,0.052,0.128,positive,1
it's just an app that tries to sell you $15 product that you don't need I don't need a credit reporter monitor my bank account I don't need a bank account or savings or credit card all I need is to be able to keep borrowing the same amount they say if you pay back early that's an incentive but that's a lie they give you challenges and then you complete them but you never get the money unless you upgrade to a $15 service advances decrease too much for me,2025-04-02,4,app try sell product need need credit reporter monitor bank account need bank account saving credit card need able keep borrow amount say pay back early incentive lie give challenge complete never get money unless upgrade service advance decrease much,0.051,0.912,0.037,-0.0475,neutral,1
don't use this app it's a scam they'll take your money they'll say that you don't have a payment due until April and they'll charge you in March and they won't give you your money back!,2025-04-02,4,use app scam take money say payment due April charge March give money back,0.108,0.892,0.0,-0.6114,negative,1
trash. no help just entertainment advertising and questions and games. no loan option at all.,2025-04-02,4,trash help entertainment advertising question game loan option,0.211,0.526,0.263,0.2732,positive,1
suck,2025-04-02,4,suck,1.0,0.0,0.0,-0.4404,negative,1
"never goes anywhere, loading, loading, loading",2025-04-02,4,never go anywhere loading loading load,0.0,1.0,0.0,0.0,neutral,1
"wouldn't complete process, couldn't verify my phone number...why?",2025-04-02,4,would complete process could verify phone number,0.0,1.0,0.0,0.0,neutral,1
was unsuccessful at a cash advance today so I closed out my account for good,2025-04-02,4,unsuccessful cash advance today close account good,0.152,0.671,0.177,0.1027,positive,1
I've never been so angry in my life trying to reach customer service is freaking ridiculous 😡 I would like to speak with a live person they are not directing me to a live person I need help nobody is helping me I need help I've never had the worst experience with customer service in my life,2025-04-01,4,never angry life try reach customer service freak ridiculous would like speak live person direct live person need help nobody help need help never bad experience customer service life,0.144,0.636,0.219,0.4502,positive,1
won't link my debit card,2025-04-01,4,link debit card,0.0,1.0,0.0,0.0,neutral,1
To many problems trying to sign up just don't do it,2025-04-01,4,many problem try sign,0.213,0.787,0.0,-0.4019,negative,1
"horrible app, don't waste your time",2025-04-01,4,horrible app waste time,0.356,0.407,0.237,-0.2887,negative,1
not to satisfied you all charge very high fees almost $30extra by the time I repay my loan n do the repay when I don't even get pay that day my banck had to canceled my card due to that you charged more than my monthly banck fee you need to stop doing that extra fees thank you,2025-04-01,4,satisfied charge high fee almost time repay loan repay even get pay day banck cancel card due charge monthly banck fee need stop extra fee thank,0.105,0.832,0.063,-0.3687,negative,1
not very helpful other just getting your money,2025-04-01,4,helpful get money,0.267,0.733,0.0,-0.3713,negative,1
this app is awful. I can't even create an account with them because their app doesn't work. it doesn't load anything and it just keeps saying that I need to contact customer support.,2025-03-31,4,app awful even create account app work load anything keep say need contact customer support,0.136,0.788,0.076,-0.2764,negative,1
rip off,2025-03-31,4,rip,0.0,1.0,0.0,0.0,neutral,1
you can't get intouch with anyone,2025-03-31,4,get intouch anyone,0.0,1.0,0.0,0.0,neutral,1
"the absolute WORST scam app available. RUN, Don't walk in the opposite direction.",2025-03-31,4,absolute WORST scam app available RUN walk opposite direction,0.437,0.563,0.0,-0.8602,negative,1
worse app ever always gets stuck never downloads,2025-03-31,4,bad app ever always get stuck never download,0.459,0.541,0.0,-0.6249,negative,1
When I first signed up I got an advance. THEN I tried to get a second one. To no avail it won't give a second one. Keeps saying account is in review and can take up to 3 days. well it's been a week and it's saying the same dang thing. please close my account I don't wish to deal with this anymore. Good riddance,2025-03-31,4,first sign get advance try get second one avail give second one keep say account review take day well week say dang thing please close account wish deal anymore good riddance,0.07,0.816,0.114,0.4295,positive,1
"Gave me an error code saying there was a problem when entering my debit card. Tried to access chat and chat response times are noted as ""a few hours"" which is HORRIBLE AND WAY TOO LONG. Closed the app and waited a few hours in hopes of it working the 2nd time. Now it's telling me my social security number didn't match. Seriously??? WHAT A WASTE OF TIME CLEO IS!! EMPOWER ,BRIGIT, AND FLOAT ME ARE SOOOO MUCH BETTER AND EASIER TO USE AND MUCH FASTER WITHOUT ISSUES AND ERROR CODES.",2025-03-31,4,give error code say problem enter debit card try access chat chat response time note hour HORRIBLE WAY TOO long close app wait hour hope work time tell social security number match seriously WASTE TIME CLEO EMPOWER BRIGIT FLOAT soooo MUCH better easier use MUCH fast without issue ERROR CODES,0.12,0.705,0.175,0.6049,positive,1
Despite making early payments the available money for an advance afterwards keeps going down. why? it's pretty freaking annoying,2025-03-31,4,despite make early payment available money advance afterwards keep go pretty freak annoying,0.223,0.648,0.13,-0.3182,negative,1
"This app is awful. it's awful man. when I was setting my profile up I definitely let them know that I get paid on the 3rd of every month. the first time I borrowed money I had to ask for an extension, because they tried to take the repayment before I got paid again. But my 2nd repayment they said you only get one extension. Set you up for failure I hate this app.",2025-03-30,4,app awful awful man set profile definitely let know get pay every month first time borrow money ask extension try take repayment get pay repayment say get one extension set failure hate app,0.175,0.802,0.024,-0.9127,negative,1
it won't let me get pass the set up keeps telling me there was an issue and to try again later,2025-03-30,4,let get pass set keep tell issue try later,0.0,1.0,0.0,0.0,neutral,1
you charged my account and I never got a advance nothing,2025-03-30,4,charge account never get advance nothing,0.184,0.816,0.0,-0.2023,negative,1
"This app is a rip off and scam. Charged me $5.99 for absolutely nothing. Don't believe it when it says it will give you a cash advance, you need to sign up. It's a lie!!!",2025-03-30,4,app rip scam charge absolutely nothing believe say give cash advance need sign lie,0.175,0.825,0.0,-0.7488,negative,1
terrible unlink my account,2025-03-29,4,terrible unlink account,0.508,0.492,0.0,-0.4767,negative,1
This charged me 2 times 5.99 and I haven't even used it.,2025-03-29,4,charge time even use,0.167,0.833,0.0,-0.2023,negative,1
they take payments that are unauthorized from your account after you pay everything you borrowed from them back if I could rate 0 I would,2025-03-29,4,take payment unauthorized account pay everything borrow back could rate would,0.062,0.938,0.0,-0.1027,negative,1
"don't use, they keep disconnecting your bank , there is no live person to speak with that must be a scam. they disconnect your bank, they take extra funds without you giving permission. Don't use this app if there are humans to email or and a phone must be a scam trying to get your banking. when they cancel your banking, you've got to start all over with a low amount, this where they all get you. ur in a spot, they count on your crisis just! Don't it!! 🤖⚠️",2025-03-29,4,use keep disconnect bank live person speak must scam disconnect bank take extra fund without give permission use app human email phone must scam try get banking cancel banking get start low amount get spot count crisis,0.212,0.788,0.0,-0.9623,negative,1
after paying my advance back they still claim they didn't take it. I have bank documents stating they did. I had to dispute it with my bank.,2025-03-29,4,pay advance back still claim take bank document state dispute bank,0.101,0.899,0.0,-0.4019,negative,1
if I could pay for a subscription upfront I wouldn't be needing an advance. fraud app,2025-03-29,4,could pay subscription upfront would need advance fraud app,0.321,0.679,0.0,-0.6369,negative,1
"this app should be shutdown for it's illegal practices. They took funds from my bank account without my authorization and they refuse to allow funds to be transferred from the app to a bank account citing it as ""credit."" fortunately my bank put a stop to the charges and refunded the lost money back to my bank account. there's no customer service for this app. Just another reason AI is out of control.",2025-03-29,4,app shutdown illegal practice take fund bank account without authorization refuse allow fund transfer app bank account cite credit fortunately bank put stop charge refund lose money back bank account customer service app another reason control,0.181,0.795,0.024,-0.8934,negative,1
This is terrible,2025-03-29,4,terrible,0.608,0.392,0.0,-0.4767,negative,1
can't even get my card linked to their app. huge waste of time,2025-03-29,4,even get card link app huge waste time,0.174,0.683,0.143,-0.128,negative,1
"Paid the subscription fee, received a small $30 approval, and when I try to receive the payment, I keep getting an error message. It is very frustrating and a waste of money.",2025-03-29,4,pay subscription fee receive small approval try receive payment keep get error message frustrating waste money,0.248,0.666,0.086,-0.7056,negative,1
I can't speak to support,2025-03-28,4,speak support,0.429,0.571,0.0,-0.3089,negative,1
scam doesn't let you cancel the subscription,2025-03-28,4,scam let cancel subscription,0.354,0.479,0.167,-0.4515,negative,1
they have horrible service,2025-03-28,4,horrible service,0.538,0.462,0.0,-0.5423,negative,1
"do not upgrade to builder, if you decide at a later date to downgrade from builder or discontinue using the service, it will negatively affect your credit.",2025-03-28,4,upgrade builder decide later date downgrade builder discontinue use service negatively affect credit,0.0,0.906,0.094,0.3818,positive,1
It's impossible to talk to a live agent. Navigating the app is a nightmare. The information is not clear.,2025-03-28,4,impossible talk live agent navigate app nightmare information clear,0.12,0.88,0.0,-0.2924,negative,1
This app uses Socure which is a dealbreaker for me. I had a terrible experience with Socure and Gusto. I will avoid anything that uses Socure.,2025-03-28,4,app use Socure dealbreaker terrible experience Socure Gusto avoid anything use Socure,0.209,0.791,0.0,-0.6486,negative,1
horrible app!,2025-03-28,4,horrible app,0.791,0.209,0.0,-0.5848,negative,1
I change the pin. I go use my card and they lock the card because of wrong pin. getting old Cleo,2025-03-28,4,change pin use card lock card wrong pin get old Cleo,0.147,0.853,0.0,-0.4767,negative,1
"they shut my account down because they said it was flagged as suspicious but I have tried to verify everything with them and nobody responds back to me. customer service sucks, how can you not respond back to your customers?",2025-03-28,4,shut account say flag suspicious try verify everything nobody respond back customer service suck respond back customer,0.119,0.881,0.0,-0.6124,negative,1
I can't use service with my bank and refuse to refund seeking legal action.,2025-03-27,4,use service bank refuse refund seek legal action,0.15,0.748,0.102,-0.1779,negative,1
freezes up & steals money,2025-03-27,4,freeze steal money,0.688,0.312,0.0,-0.5267,negative,1
scam,2025-03-26,4,scam,1.0,0.0,0.0,-0.5719,negative,1
"I would love to give this app a 5 star because of how convenient getting a cash advance is. but there's too many glitches. I can't activate my builder card . I had to go through customer support in order to activate my card, and now that it is finally activated I can't set up a pin. the app freezes a lot and there's too many glitches.",2025-03-26,4,would love give app star convenient get cash advance many glitch activate builder card customer support order activate card finally activate set pin app freeze lot many glitch,0.019,0.881,0.1,0.7184,positive,1
I can't get it to activate my card an get my boost or nothin an it won't let me speak to a human instead of a robot....,2025-03-26,4,get activate card get boost nothin let speak human instead robot,0.0,0.895,0.105,0.4019,positive,1
Scam don't use this company.,2025-03-25,4,Scam use company,0.481,0.519,0.0,-0.5719,negative,1
talk big don't fork out even with $3100 a mo income. rip off,2025-03-25,4,talk big fork even income rip,0.0,1.0,0.0,0.0,neutral,1
"Bad! no access to customer service. keeps asking me to repay when I already paid so now I can't get an advance again. If there is a rating less than 1 star, I would say NO star",2025-03-25,4,bad access customer service keep ask repay already pay get advance rating less star would say star,0.235,0.765,0.0,-0.837,negative,1
you want money before I get the advance,2025-03-25,4,want money get advance,0.0,0.822,0.178,0.0772,positive,1
the app keeps preventing meet from putting in the code it texts me and now won't recognize my phone number.,2025-03-24,4,app keep prevent meet put code text recognize phone number,0.054,0.882,0.064,0.0516,positive,1
idk what happened. I repayed it as usual on payday Thursday and it's been almost a week and still says processing and it's been posted on my bank account since the 21st and it wont let me borrow anymore. Customer Support is useless since AI,2025-03-24,4,idk happen repay usual payday Thursday almost week still say processing post bank account since let borrow anymore Customer Support useless since,0.09,0.853,0.058,-0.128,negative,1
cash advance is a joke,2025-03-24,4,cash advance joke,0.0,0.577,0.423,0.296,positive,1
only after paying for the subscription was my advance eligibility pulled. makes no sense.,2025-03-24,4,pay subscription advance eligibility pull make sense,0.145,0.855,0.0,-0.296,negative,1
All these 'spot you' or payday advance applications seem to discriminate on me. And I score high enough but get no lending,2025-03-24,4,spot payday advance application seem discriminate score high enough get lending,0.123,0.877,0.0,-0.4215,negative,1
"i got the subscription but even though it says approved for cash advance it always says ""something went wrong try again"" this app does not work",2025-03-23,4,get subscription even though say approve cash advance always say something go wrong try app work,0.135,0.746,0.12,-0.1154,negative,1
very frustrating. can't complete 2 step verification because they say my number is wrong and it's not.,2025-03-23,4,frustrating complete step verification say number wrong,0.306,0.631,0.063,-0.7178,negative,1
horrible app and they lie too much,2025-03-23,4,horrible app lie much,0.368,0.632,0.0,-0.5423,negative,1
Poor customer service and rates too high. I joined for about 5 minutes and after I paid $5.99 I was able to request advance. Once I notice the high fees I immediately canceled and requested refund. All this was less than 5mins. The have no record of me. SMH,2025-03-23,4,poor customer service rate high join minute pay able request advance notice high fee immediately cancel request refund less record SMH,0.172,0.828,0.0,-0.8091,negative,1
"this app sux won't let you borrow money, when you really need it why pay 5.99 monthly when you",2025-03-23,4,app sux let borrow money really need pay monthly,0.187,0.813,0.0,-0.4404,negative,1
have to pay at multiple stages for an advance. no ty,2025-03-23,4,pay multiple stage advance,0.254,0.563,0.183,0.0,neutral,1
"Cleo wants to charge all their fees and subscription fees when they want, but will not fix the issues I am having. I do not recommend wasting your time and money with this app!!",2025-03-22,4,Cleo want charge fee subscription fee want fix issue recommend waste time money app,0.073,0.799,0.127,0.2396,positive,1
until recently no issues won't let connect to my bank app needs an update.,2025-03-22,4,recently issue let connect bank app need update,0.145,0.855,0.0,-0.296,negative,1
unable to delete a payment card that is expiring.,2025-03-22,4,unable delete payment card expire,0.0,1.0,0.0,0.0,neutral,1
"horrible, can't finish setup due to issue with entering cell number",2025-03-22,4,horrible finish setup due issue enter cell number,0.254,0.652,0.094,-0.4939,negative,1
scam,2025-03-21,4,scam,1.0,0.0,0.0,-0.5719,negative,1
a scam I shoulda followed my first mind to not even attempt a cash advance! system kept giving me different dates of payment NEVER RECEIVED IT BUT THEY TOOK MY MONEY OUT OF MY ACCOUNT ANYWAY!!!!! NOT GONNA STEAL MY MONEY STOP PAYMENT IMMEDIATELY ON MY ACCOUNT!!! THEIVES! Be Careful with Cleo,2025-03-21,4,scam shoulda follow first mind even attempt cash advance system keep give different date payment never receive take money ACCOUNT ANYWAY GONNA steal money stop PAYMENT immediately account THEIVES careful Cleo,0.105,0.742,0.152,0.4165,positive,1
I cancel my subscription the day they take the money and then they tell me I can't get it refunded my subscription is canceled so now they want to be paid for the month that I'm not even going to be using them what are ripoff scam,2025-03-21,4,cancel subscription day take money tell get refund subscription cancel want pay month even go use ripoff scam,0.116,0.853,0.032,-0.6293,negative,1
worst borrowing app I've used so far!!! I pay the premium price for the month for a higher borrowing limit then they continue to lower the borrowing amount even with on time payment and increase in income,2025-03-20,4,bad borrow app use far pay premium price month high borrowing limit continue lower borrowing amount even time payment increase income,0.21,0.735,0.055,-0.7618,negative,1
You must pay a subscription before they let you know what your cash advance is. Very poor! If I could give them a zero I would!!!!!,2025-03-20,4,must pay subscription let know cash advance poor could give zero would,0.23,0.77,0.0,-0.715,negative,1
horrible horrible horrible still haven't received my money for referrals?,2025-03-20,4,horrible horrible horrible still receive money referral,0.6,0.4,0.0,-0.8885,negative,1
new update screwed everything up can't even login without getting error saying something went wrong. tried deleting app and reinstalling just to have same thing happen and not allow access. trash app will take your money but not let you use services..,2025-03-20,4,new update screw everything even login without get error say something go wrong try delete app reinstall thing happen allow access trash app take money let use service,0.122,0.842,0.036,-0.4318,negative,1
this app sucks,2025-03-20,4,app suck,0.556,0.444,0.0,-0.3612,negative,1
i canceled my account months ago and im still getting charged $14.99 this app is a joke! And they wont issue me a refund! Ill be sure everyone knows what a scam this app is!,2025-03-20,4,cancel account month ago still get charge app joke issue refund Ill sure everyone know scam app,0.231,0.655,0.113,-0.6884,negative,1
customer service takes 6+ weeks to answer or help resolve any issues,2025-03-19,4,customer service take week answer help resolve issue,0.0,0.654,0.346,0.6486,positive,1
"I am experiencing issues with your app and need immediate assistance. However, I have been unable to find a direct email or a way to reach a real person for support. I feel like I’m being given the runaround, and this is unacceptable for a financial service. Please provide me with a direct contact method or escalate my issue to a representative who can assist me. A prompt response would be appreciated.",2025-03-19,4,experience issue app need immediate assistance however unable find direct email way reach real person support feel like give runaround unacceptable financial service please provide direct contact method escalate issue representative assist prompt response would appreciate,0.042,0.79,0.168,0.7845,positive,1
they will rob you I paid subscription twice they let me borrow 25.00 I pay back $30 and they won't let me borrow no more,2025-03-19,4,rob pay subscription twice let borrow pay back let borrow,0.265,0.735,0.0,-0.7351,negative,1
"Your customer support is lacking. The chat bot is counter intuitive, the choices for help are too limited . Leaving a chat bot to determine course of action with financial situations is deplorable. Theres no way that your automated system is ready to route issues or complaints to the appropriate support. I say support lightly. Your system is set up to take money and leaves little to no chance for discourse. Like a spoiled little brat created this platform when clearly he hasn't had golden rule",2025-03-19,4,customer support lack chat bot counter intuitive choice help limited leave chat bot determine course action financial situation deplorable way automate system ready route issue complaint appropriate support say support lightly system set take money leave little chance discourse like spoiled little brat create platform clearly golden rule,0.09,0.69,0.22,0.8992,positive,1
"Liars. first they claim to pass out $250 of your own money, you just have to pay the $5.99. which they can't take out of the advance. then I pay the $5.99 and suddenly its only $20. which i can get instantly for another $3.99. that's right, they want $10 to give you $20. of your own money they want you to repay in 3 days. I said no, i will wait the 3-4business days for my $20. ok they say, but suddenly my address doesn't match what the bank has on file. Lies. So I get $0. they still kept the $6!",2025-03-19,4,liar first claim pass money pay take advance pay suddenly get instantly another right want give money want repay day say wait day say suddenly address match bank file lie get still keep,0.099,0.863,0.038,-0.7424,negative,1
Support is very poorly handled. The bot is even worse. They continue to charge you subscription fees after closing the account. Not reliable or professional.,2025-03-19,4,support poorly handle bot even bad continue charge subscription fee close account reliable professional,0.108,0.799,0.094,-0.1027,negative,1
"Absolutely terrible. Customer service is bots only and incredibly unhelpful. No way to speak with an actual human. Will approve your first advance but you have to pay the subscription before you know for sure and after the first one they deny you more even after it's repaid and despite there being no changes to your situation from what it was when you were previously approved. Terrible company, shady business practices, and very poorly designed app functions with zero concern for the customers.",2025-03-19,4,absolutely terrible customer service bot incredibly unhelpful way speak actual human approve first advance pay subscription know sure first one deny even repay despite change situation previously approve terrible company shady business practice poorly design app function zero concern customer,0.132,0.775,0.093,-0.4222,negative,1
Horrible customer service and impossible to prove your identity.,2025-03-19,4,horrible customer service impossible prove identity,0.304,0.696,0.0,-0.5423,negative,1
I have direct deposits of over $4k monthly but told I need more income for a $100 advance. I'll pass.,2025-03-18,4,direct deposit monthly tell need income advance pass,0.0,1.0,0.0,0.0,neutral,1
They took my 599 and never gave me the money in my account.I would like my five ninety nine,2025-03-18,4,take never give money account would like five ninety nine,0.0,0.878,0.122,0.3612,positive,1
frequent issues with keeping track of payments. many false error notices. support not helpful. :(,2025-03-18,4,frequent issue keep track payment many false error notice support helpful,0.238,0.52,0.242,0.0191,neutral,1
App is way too expensive and I didn't get a refund and I was with in the guidelines.,2025-03-18,4,App way expensive get refund guideline,0.0,1.0,0.0,0.0,neutral,1
horrible experience,2025-03-18,4,horrible experience,0.778,0.222,0.0,-0.5423,negative,1
Okay,2025-03-18,4,okay,0.0,0.0,1.0,0.2263,positive,1
this app sucks it takes money from you and doesn't give you the cash advance they say that they gave it to you but they don't and then they expect you to repay something that you never got,2025-03-18,4,app suck take money give cash advance say give expect repay something never get,0.045,0.955,0.0,-0.1901,negative,1
"Misleading. You sign up then you have to sign up for ""plus"" in order to get cash advance zndbits $5.99 a month",2025-03-18,4,mislead sign sign plus order get cash advance zndbit month,0.119,0.881,0.0,-0.4019,negative,1
It charges you the subscription fee straight off the money that it lends you and on top of that it's express fee is double to what others like empower offers,2025-03-17,4,charge subscription fee straight money lend top express fee double like empower offer,0.061,0.758,0.181,0.4767,positive,1
I have never been so disappointed in my life for all the advertisement in hoopla they make a they make sure that they charge you everything under the sun in order to get a and then lie about the amount that you get if you and then when you're in it in the app and then you got to buy this and you'll get that and then broken promises because it wasn't anything like they said the lowest part and I just had a ton of money put in my account and in the threshold was the lowest it could be,2025-03-17,4,never disappointed life advertisement hoopla make make sure charge everything sun order get lie amount get app get buy get break promise anything like say low part ton money put account threshold low could,0.133,0.822,0.045,-0.8591,negative,1
You have to loan them money before they loan you money. Laughable. If your looking for quick cash this aint it,2025-03-16,4,loan money loan money laughable look quick cash,0.0,0.943,0.057,0.0516,positive,1
Don't like this app cuz the took 200 and only use 70 dollars and don't refund me 123 dollars,2025-03-16,4,like app cuz take use dollar refund dollar,0.105,0.895,0.0,-0.2755,negative,1
if your looking for a cash advance DO NOT USE THEM they are gonna charge you before they even tell you what you qualify for. I have 2000 in my account and after charging my account they approved me for $30. they basically took have of that to begin with so $15. Yea don't waste your time.... ow and I would have gave no stars if that was a option,2025-03-16,4,look cash advance use go charge even tell qualify account charge account approve basically take begin yea waste time would give star option,0.031,0.896,0.073,0.4464,positive,1
they stole 15$ from me,2025-03-16,4,steal,0.0,1.0,0.0,0.0,neutral,1
scam,2025-03-15,4,scam,1.0,0.0,0.0,-0.5719,negative,1
Terrible,2025-03-15,4,terrible,1.0,0.0,0.0,-0.4767,negative,1
It doesn't do what it says it's supposed to do for you my sister tried to apply and they want photos of you I don't know why they would want to ask photos of you when you're just trying to apply for a small amount of loan,2025-03-15,4,say suppose sister try apply want photo know would want ask photo try apply small amount loan,0.0,0.943,0.057,0.1531,positive,1
Awful user interface,2025-03-15,4,awful user interface,0.6,0.4,0.0,-0.4588,negative,1
I can't get back to my Apps fill the code,2025-03-14,4,get back Apps fill code,0.0,1.0,0.0,0.0,neutral,1
it's a joke I paid all my advances back on time paid my subscription 😤 an they stopped letting me get advances fir no reason,2025-03-14,4,joke pay advance back time pay subscription stop let get advance fir reason,0.162,0.751,0.087,-0.2263,negative,1
Terrible app they gave me one 20$ advance and took 60$ for it.... I'm very upset over this and will definitely never refer cleo.,2025-03-14,4,terrible app give one advance take upset definitely never refer cleo,0.202,0.707,0.091,-0.5095,negative,1
"Try to add my debit card and it keeps saying something is wrong try again. I tried repeatedly and nothing. App has worked before, but not now.",2025-03-13,4,try add debit card keep say something wrong try try repeatedly nothing App work,0.076,0.924,0.0,-0.2617,negative,1
"Make sure you cancel they will STEAL YOUR MONEY and will never let you speak to a representative, and never give you your money back, DO NOT TRUST THEM WITH YOUR INFO",2025-03-13,4,make sure cancel steal money never let speak representative never give money back trust info,0.239,0.702,0.06,-0.7831,negative,1
The worst cash advance available. Save yourself the time and DO NOT GET THIS APP!,2025-03-13,4,bad cash advance available save time get APP,0.213,0.631,0.155,-0.2942,negative,1
TRASH!!!!!,2025-03-12,4,TRASH,0.0,1.0,0.0,0.0,neutral,1
Lies,2025-03-12,4,lie,1.0,0.0,0.0,-0.4215,negative,1
Completely worthless waste of time and money. They charge you a fee only to tell you that you don't qualify at this time and to use their services for a while before maybe qualifying for a cash advance,2025-03-12,4,completely worthless waste time money charge fee tell qualify time use service maybe qualify cash advance,0.16,0.84,0.0,-0.7408,negative,1
They took money out my bank account with out permission and didn't give me advance,2025-03-12,4,take money bank account permission give advance,0.0,1.0,0.0,0.0,neutral,1
I just want to cancel but I can't find the proper setting.,2025-03-12,4,want cancel find proper setting,0.141,0.751,0.108,-0.09,negative,1
No live chat. Can't even get an answer from email.,2025-03-12,4,live chat even get answer email,0.196,0.804,0.0,-0.296,negative,1
Horrible. I was bamboozled into paying $33.00 for their credit builder account. Which made me short on my rent. And they wouldn't even help me out with an advance. Plus they charged me an additional $5.99 The audacity. They don't know how to help you out correctly. I ended up having to borrow from yet another lender just to cover my money losses with Cleo.,2025-03-12,4,horrible bamboozle pay credit builder account make short rent would even help advance plus charge additional audacity know help correctly end borrow yet another lender cover money loss Cleo,0.204,0.761,0.035,-0.8864,negative,1
"***WARNING**** This app is charging three times the amount they borrow you, and they rope you into subscriptions that guarantee a loan. IT DOES NOT GIVE YOU A SECOND LOAN. It does not and will not give you a second loan as far as I can see so do not waste your time on this app. WARNING FRAUDULENT CLAIMS FALSE ADVERTISING SWINDLE",2025-03-11,4,warning app charge three time amount borrow rope subscription guarantee loan give second loan give second loan far see waste time app warning FRAUDULENT CLAIMS false advertising swindle,0.163,0.77,0.067,-0.8226,negative,1
Been charging me $27 each month for account that I don't use whenever I tried to call and cancel the account of course nobody was able to talk to me so I left a message and nobody has called me back,2025-03-11,4,charge month account use whenever try call cancel account course nobody able talk leave message nobody call back,0.053,0.947,0.0,-0.25,negative,1
Told I was eligible for 120 advance. Try to get it and keep getting something went wrong message. The Ai keep saying it's a problem with my card even though 5 mins earlier the subscription fee came out automatically. Then I talked to support and they said they have to update my account info. After that all of a sudden I'm not eligible for an advance. I make almost 5 grand a month and I only use advances to build my credit so it's not my ability to pay back. Don't waste your time.,2025-03-11,4,tell eligible advance try get keep get something go wrong message keep say problem card even though min early subscription fee come automatically talk support say update account info sudden eligible advance make almost grand month use advance build credit ability pay back waste time,0.095,0.798,0.107,0.2908,positive,1
Was told I had a $30 advance paid the $6 for the membership know I can't get to 30 false advertisement,2025-03-11,4,tell advance pay membership know get false advertisement,0.0,1.0,0.0,0.0,neutral,1
Annoying,2025-03-11,4,annoying,1.0,0.0,0.0,-0.4019,negative,1
SCAM. Just gives error request when you try to have an approved amount deposited,2025-03-11,4,SCAM give error request try approve amount deposit,0.341,0.525,0.134,-0.6523,negative,1
Scam,2025-03-11,4,scam,1.0,0.0,0.0,-0.5719,negative,1
I can't get a hold of a real person only bots and that don't fix problems,2025-03-11,4,get hold real person bot fix problem,0.0,0.842,0.158,0.3089,positive,1
"MAJOR SCAM ALERT After you get your banking linked, they will charge 16.99 / month. If you don't want to use their service anymore, they will not allow you to delete your banking route until you provide a new one. Then if you want to delete your entire account, they ask for your social security number which is sketchy. I had to call my bank to block any more payments. We'll see if Albert gets the message.",2025-03-11,4,MAJOR SCAM alert get banking link charge month want use service anymore allow delete banking route provide new one want delete entire account ask social security number sketchy call bank block payment see Albert get message,0.136,0.785,0.079,-0.5873,negative,1
Stay away from this app it's nothing but a scam be carefukk on what information you give them,2025-03-10,4,stay away app nothing scam carefukk information give,0.0,0.8,0.2,0.612,positive,1
"Was a decent app for a while. Upgraded from plus plan to credit builder for extra money on my ""borrowing"" (advance). Paid $14.99+ tax. Did all the bells and whistles to upgrade it further. Went to borrow money and won't let me transfer to my original debit card ive been using with them for almost a year, forces me to send to credit builder. Cancel my credit builder card/subscription for having it less than a week. Support wont refund subscription price because I ""generated a card"". Nice :)",2025-03-10,4,decent app upgrade plus plan credit builder extra money borrowing advance pay tax bell whistle upgrade far went borrow money let transfer original debit card use almost year force send credit builder cancel credit builder card subscription less week support refund subscription price generate card nice,0.021,0.784,0.194,0.9364,positive,1
Subscription is to wishywashy,2025-03-10,4,subscription wishywashy,0.0,1.0,0.0,0.0,neutral,1
"If there is one person who should be deplatformed, it's Miss Cleo AI (not sure which is which). She promises small cash advances, issues what appears to be a legitimate virtual VISA card and sends you off with $40. The problem is each time I used it, it was declined. She only communicates via the app, so when confronted, she told me she would place another $40. I was keen to use Afterpay at Ebay and they wanted $58 initially. Declined every time and she expects REPAYMENT. Not happening. Move on!",2025-03-09,4,one person deplatforme Miss Cleo sure promise small cash advance issue appear legitimate virtual VISA card send problem time use decline communicate via app confront tell would place another keen use Afterpay Ebay want initially decline every time expect REPAYMENT happen move,0.066,0.854,0.08,0.3212,positive,1
"I cancelled my Cleo subscription on the 3rd of March. I have an email from Cleo confirming this. Cleo resubscribed me without my consent on the 4th. When I contacted Cleo about this, Instead of making it right they gaslit me that I had never unsubscribed, refused a refund, and then prevented me from chatting with them again. Even though, it's only $5.99, I'll have to proceed with a chargeback out of principle, since this is disgraceful and fraudulent behavior.",2025-03-09,4,cancel Cleo subscription March email Cleo confirm Cleo resubscribe without consent contact Cleo instead make right gaslit never unsubscribe refuse refund prevent chat even though proceed chargeback principle since disgraceful fraudulent behavior,0.087,0.875,0.038,-0.5964,negative,1
Horrible,2025-03-09,4,horrible,1.0,0.0,0.0,-0.5423,negative,1
Decent when it has current info. Not very good when it is 24 to 48 hrs or further behind. Doesnt offer consitent advances.,2025-03-08,4,Decent current info good hr far behind offer consitent advance,0.107,0.893,0.0,-0.3865,negative,1
